GivenName,Surname,StreetAddress,City,State,StateFull,ZipCode,EmailAddress,Username,Password,TelephoneNumber,MothersMaiden,Birthday,Age,CCNumber,CVV2,NationalID,BloodType,Kilograms,Centimeters,Latitude,Longitude
Bill,Rodriguez,4665 Melville Street,Jackson,TN,Tennessee,38301,BillNRodriguez@gustr.com,Boweache,Zik8goh4aen,731-512-4320,Broom,5/22/1959,58,4.72E+15,931,410-13-5741,O+,87.2,185,35.591594,-88.811629
Jennifer,Salisbury,578 Hidden Valley Road,Harrisburg,PA,Pennsylvania,17101,JenniferSSalisbury@einrot.com,Thisessures,Eec8sha2p,717-233-5495,Fernandez,12/25/1924,92,5.57E+15,502,187-66-5134,A+,59.9,151,40.248319,-76.890478
Jack,Long,2280 Chandler Hollow Road,Gibsonia,PA,Pennsylvania,15044,JackFLong@dayrep.com,Wariuld,aeCith1aipe,412-459-1815,Wade,6/27/1932,84,5.29E+15,394,171-44-3147,A+,67.6,180,40.72055,-79.867446
Robert,Patton,729 Patterson Road,Staten Island,NY,New York,10301,RobertDPatton@gustr.com,Thereply,Bial3jeeci,718-876-5274,Duley,9/14/1981,35,5.42E+15,32,091-03-9454,AB+,100.9,178,40.543098,-74.115868
Kathleen,Fomby,395 Trouser Leg Road,Springfield,MA,Massachusetts,1109,KathleenWFomby@teleworm.us,Amesed,mei9biede5Ee,413-779-2635,Gomez,3/7/1985,32,5.22E+15,774,033-22-3823,A+,80.4,165,42.161995,-72.625936
Marian,Saunders,1146 Rinehart Road,Miami,FL,Florida,33128,MarianCSaunders@cuvox.de,Plarriving,Ui7fe0la0Oo,786-332-5911,Cary,12/11/1936,80,5.44E+15,9,595-02-3118,O+,92.6,150,25.762955,-80.236714
Gayle,Huston,2651 Trails End Road,Miami,FL,Florida,33147,GayleGHuston@einrot.com,Glearand,ued8YeePhee,954-363-1727,Smith,8/31/1924,92,4.54E+15,895,768-24-2948,O+,51.8,158,25.864233,-80.278716
Willie,Spence,1291 Kelly Drive,Bluefield,WV,West Virginia,24701,WillieSSpence@gustr.com,Prin1962,shacuPh0k,304-922-7748,Hernandez,3/11/1962,55,5.35E+15,744,233-45-2805,A+,84.1,181,37.31127,-81.255586
Doris,Jackson,4190 Tecumsah Lane,Waterloo,IA,Iowa,50703,DorisJJackson@fleckens.hu,Lacquess,Wooshe5c,319-230-9044,Irby,4/9/1939,78,4.54E+15,940,479-23-3368,B+,50.2,165,42.585688,-92.2741
Joe,McDowell,3533 Sardis Station,Minneapolis,MN,Minnesota,55402,JoeJMcDowell@dayrep.com,Thisforion,Ci1eikaepu5,612-367-2423,Stoddard,5/28/1984,33,5.24E+15,51,477-28-5491,B+,75,181,45.048781,-93.257811
Larry,Hall,3281 Musgrave Street,Atlanta,GA,Georgia,30303,LarryHHall@dayrep.com,Tindin,OhG4Feev7,404-927-1850,Simmons,9/15/1931,85,4.92E+15,810,254-24-8525,A-,96.5,166,33.79396,-84.390448
Billy,Miller,495 White Lane,Forsyth,GA,Georgia,31029,BillyNMiller@dayrep.com,Equaidell,Acee2Jaitoo,478-992-3372,Sullivan,7/6/1972,44,4.54E+15,689,252-67-6292,O-,85.7,184,32.957945,-83.816411
William,Lambrecht,3321 Grim Avenue,San Diego,CA,California,92103,WilliamRLambrecht@rhyta.com,Adve1969,Gio3Aemaik5,619-794-9027,Johnson,5/18/1969,48,4.54E+15,553,602-49-6720,B+,64.5,169,32.64693,-117.242932
Mattie,Spurlock,563 Horseshoe Lane,Newark,PA,Pennsylvania,19714,MattieRSpurlock@fleckens.hu,Casuld39,jeeteKui5Ah,484-406-3760,Brien,10/28/1939,77,4.53E+15,35,197-18-7783,O+,77.1,152,39.677217,-75.625248
Charity,Jenkins,1749 Jerry Toth Drive,Anchorage,AK,Alaska,99503,CharityDJenkins@einrot.com,Therem48,eijeib9Tie5,907-575-8814,Hillen,5/27/1948,69,4.53E+15,82,574-14-1488,O+,65.9,156,61.274969,-149.873534
Sarah,Pennington,1751 Lincoln Drive,Manheim,PA,Pennsylvania,17545,SarahBPennington@jourrapide.com,Frolound,Aiwahchah9,717-665-1934,James,10/8/1940,76,4.54E+15,711,177-16-1277,O+,100.6,165,40.079972,-76.380957
John,Allmon,4232 Franklin Street,Dothan,AL,Alabama,36303,JohnAAllmon@jourrapide.com,Foraors,cha0Aequoo,334-615-7966,Phillip,7/17/1977,39,5.25E+15,279,421-54-5642,O+,67,184,31.191351,-85.452784
Tony,Wells,49 Sumner Street,Los Angeles,CA,California,90017,TonyTWells@dayrep.com,Swerown1932,eeghae0Cee,310-585-3720,Robinson,7/31/1932,84,4.93E+15,408,610-10-1967,B+,67.4,168,34.03582,-118.214931
Denis,Lewis,284 Pinnickinnick Street,Piscataway,NJ,New Jersey,8854,DenisMLewis@einrot.com,Bosion,cee1sies7Ae,732-807-0262,Oh,9/3/1955,61,4.56E+15,843,140-17-1978,O+,108.1,172,40.509053,-74.509668
Martha,Miles,625 Circle Drive,Houston,TX,Texas,77020,MarthaFMiles@cuvox.de,Grettests,Ozahto4h,832-557-8780,Prieto,1/10/1975,42,5.24E+15,467,461-58-6711,AB+,50.9,160,29.757888,-95.403004
Katrina,Lewis,3447 Short Street,Cincinnati,OH,Ohio,45202,KatrinaWLewis@einrot.com,Coughts39,aiP6AiT8uh,513-218-6929,Hatfield,10/15/1939,77,4.72E+15,29,282-58-2228,O+,93.4,151,39.094547,-84.575995
Sally,Fager,2329 Lucy Lane,Evansville,IN,Indiana,47708,SallyJFager@cuvox.de,Litemat,aigh9Eexee,812-429-3162,McKay,5/21/1972,45,5.43E+15,338,312-08-6550,O+,67.7,169,37.904372,-87.632714
Donald,Reich,405 Drummond Street,Secaucus,NJ,New Jersey,7094,DonaldCReich@einrot.com,Gasselve,fahpu3ieGoo,973-221-9733,Davison,7/26/1942,74,5.27E+15,582,140-84-7860,B+,102.3,178,40.748419,-74.075856
Eunice,Street,2356 Green Gate Lane,Baltimore,MD,Maryland,21202,EuniceCStreet@superrito.com,Fron1968,eiB8Xae1el,443-820-4993,Caton,6/6/1968,49,4.54E+15,7,217-54-3219,B+,81.9,163,39.221347,-76.551971
Tamika,Rodriguez,4946 Nickel Road,Riverside,CA,California,92507,TamikaJRodriguez@gustr.com,Ladjunybox,gahFul0ei,626-623-9815,Church,9/10/1955,61,4.53E+15,980,546-56-9011,O+,57.4,166,33.981999,-117.34387
Heather,Smith,1276 Cooks Mine Road,Loco Hills,NM,New Mexico,88255,HeatherMSmith@fleckens.hu,Earpot,aecei5Eejoh,505-677-0627,Bynum,8/21/1965,51,5.17E+15,802,585-26-7122,AB+,100.4,166,32.739417,-103.938649
Deborah,Meadors,1953 Williams Avenue,Bakersfield,CA,California,93301,DeborahEMeadors@armyspy.com,Olcury,ieCoh3aig7,661-320-1069,Holman,1/8/1984,33,4.56E+15,248,571-88-5432,A+,55.4,164,35.439927,-119.071989
Donald,Wethington,1933 Cinnamon Lane,San Antonio,TX,Texas,78212,DonaldSWethington@armyspy.com,Maysign,ooPhae1enoh,210-857-6723,Barry,3/23/1975,42,5.37E+15,890,456-98-2181,O+,98.5,170,29.473132,-98.532606
Cleo,Roscoe,658 Boring Lane,San Jose,CA,California,95113,CleoTRoscoe@superrito.com,Glest1941,ahChodo6d,415-702-9223,Young,1/16/1941,76,4.56E+15,823,561-06-8672,O-,61.6,160,37.272935,-121.868539
Amy,Cuevas,1275 Horner Street,Cuyahoga Falls,OH,Ohio,44221,AmyJCuevas@cuvox.de,Vishatrove,Rau4quu2i,330-940-4285,McMillen,1/3/1963,54,5.44E+15,303,282-54-2581,B+,87.7,170,41.238701,-81.429337
Robert,Shaffer,3375 Luke Lane,Oklahoma City,OK,Oklahoma,73102,RobertBShaffer@teleworm.us,Sirent80,eiph6Laeg,580-210-1622,Alers,12/1/1980,36,5.40E+15,742,448-44-9013,O+,72.2,177,35.532877,-97.526174
Thomas,Gerard,3411 Stratford Court,Oxford,NC,North Carolina,27565,ThomasAGerard@cuvox.de,Hurs1974,EikiP6wiumae,919-692-8081,Nelson,6/24/1974,43,5.33E+15,116,245-22-9214,O-,64,170,36.425123,-78.734256
Mary,Stocking,4318 Hide A Way Road,San Jose,CA,California,95113,MaryDStocking@rhyta.com,Youghts,yef5acohC,408-280-5388,Vincent,11/29/1929,87,4.49E+15,336,609-47-6382,O+,85.8,149,37.326036,-121.968165
Mildred,Wallace,4874 Midway Road,Little Rock,AR,Arkansas,72211,MildredJWallace@einrot.com,Glarld,aeHel0coo,479-692-7558,Perkins,5/10/1990,27,5.43E+15,498,430-58-9764,A+,100.2,154,34.667586,-92.455347
Joseph,Holcomb,1549 Hillview Drive,Columbus,GA,Georgia,31901,JosephCHolcomb@rhyta.com,Newd1934,aiDei3Je0E,706-985-8248,Calhoun,4/18/1934,83,5.48E+15,583,672-20-9107,A+,69.8,180,32.41744,-85.036753
David,Horner,4737 Perry Street,Southfield,MI,Michigan,48075,DavidVHorner@teleworm.us,Liticest,Iiz4the7wah,810-637-5776,Garcia,8/29/1937,79,5.16E+15,613,362-13-6928,A+,95.9,182,42.391055,-83.251582
Glenn,Murray,3592 Kessla Way,Charleston,SC,South Carolina,29401,GlennTMurray@fleckens.hu,Tere1966,eolexieY6,843-285-3974,Hua,2/18/1966,51,4.53E+15,964,655-18-0226,A+,96,173,32.78688,-79.871493
Carlos,Schuler,3649 Modoc Alley,Preston,ID,Idaho,83263,CarlosBSchuler@einrot.com,Thallactle,veiYoosh0,208-851-0796,Bishop,11/8/1961,55,5.50E+15,44,519-20-4930,O+,63,172,42.290763,-111.774734
Anita,Muller,2659 Arthur Avenue,Lockport,IL,Illinois,60441,AnitaPMuller@armyspy.com,Plescruslow28,Shub7zaez,815-834-3229,Rushing,2/1/1928,89,4.53E+15,757,348-26-4222,A-,76.9,158,41.694047,-88.005347
Nicholas,Middleton,4414 Stoney Lane,Grand Prairie,TX,Texas,75051,NicholasLMiddleton@superrito.com,Apither,DohJoo7e,972-988-6951,McDermott,5/9/1930,87,5.57E+15,605,451-55-4416,B+,92.4,161,32.681737,-97.051751
Lady,Bush,1154 Ocello Street,San Diego,CA,California,92103,LadyMBush@dayrep.com,Behe1957,cho0chieBie,619-846-5623,Swinton,4/13/1957,60,4.53E+15,272,558-27-2216,B+,74.8,172,32.809127,-117.080124
Jerry,Batres,1454 Woodbridge Lane,Detroit,MI,Michigan,48219,JerryLBatres@gustr.com,Intor1984,Au6leiwi4,313-435-3697,Raff,9/8/1984,32,5.55E+15,301,382-66-9831,O+,108.9,178,42.392571,-83.242573
Daryl,Burks,4497 Thrash Trail,Dallas,TX,Texas,75247,DarylLBurks@jourrapide.com,Fieret,oi2Leifo,903-624-2054,Grabill,3/24/1928,89,4.92E+15,242,453-56-2651,O+,76.9,180,32.801903,-96.840779
Christina,Blackburn,64 Cedar Street,Hickory Plains,AR,Arkansas,72066,ChristinaGBlackburn@gustr.com,Wiltoped,eSae2bie0,870-854-5238,Martinez,10/23/1946,70,4.93E+15,978,679-09-0067,O+,59.7,167,34.925244,-91.717981
Juana,Thomas,523 Black Stallion Road,Lexington,KY,Kentucky,40507,JuanaJThomas@rhyta.com,Expromen,Oht3cheiqu,859-416-7979,White,6/10/1939,78,5.21E+15,747,401-84-0007,O+,82.5,151,38.019229,-84.457136
Debbie,Burmeister,2905 Perine Street,Herndon,VA,Virginia,22070,DebbieDBurmeister@einrot.com,Hispeauncer,Equoilie9,703-766-7947,Herron,2/6/1978,39,4.49E+15,931,697-03-9014,A+,77.3,174,38.927912,-77.402645
Ruth,Deville,1325 Bee Street,Grand Rapids,MI,Michigan,49508,RuthCDeville@teleworm.us,Harince35,phie3eek4P,231-764-0321,Clark,11/29/1935,81,5.31E+15,237,382-29-7088,B+,57.1,170,42.903998,-85.669014
Carol,Morse,3993 Parkway Drive,Kearny,AZ,Arizona,85237,CarolAMorse@teleworm.us,Upons1935,eechohlaNg5,520-363-9563,Stallings,7/16/1935,81,5.15E+15,447,526-40-7155,O+,88.3,158,32.956167,-111.018646
Imelda,Simmons,1357 Dancing Dove Lane,New York,NY,New York,10011,ImeldaNSimmons@armyspy.com,Anceir,ieSohiHah8,347-564-4349,Gutierrez,7/28/1972,44,4.92E+15,46,081-05-0328,O+,86.5,168,40.677781,-73.976883
Robert,Berman,4497 Lakeland Park Drive,Norcross,GA,Georgia,30071,RobertKBerman@armyspy.com,Thapil,wohQuo3ch,770-572-1317,Quincy,1/30/1953,64,4.54E+15,581,672-26-4236,B+,90.6,184,33.947048,-84.236921
Phoebe,Stafford,4671 Johnson Street,Garner,NC,North Carolina,27529,PhoebeWStafford@jourrapide.com,Havis1987,AephiYoh0,919-815-9414,Schoen,11/5/1987,29,5.22E+15,961,681-05-0822,O+,49.5,164,35.662133,-78.652905
Thelma,Terry,1326 Chapel Street,Houston,TX,Texas,77002,ThelmaKTerry@jourrapide.com,Whougavals,Neeguehec6z,281-720-6055,Nunez,1/5/1931,86,4.54E+15,917,463-02-4709,B+,81.4,158,29.790795,-95.276174
Nancy,Smith,4892 Hilltop Drive,Westway,TX,Texas,79045,NancyGSmith@cuvox.de,Reyel1961,zo1Ieb1see,806-289-2749,Harper,4/20/1961,56,5.49E+15,961,634-56-9089,O+,98.1,171,31.944709,-106.588474
Betty,Sutphin,516 Weekley Street,San Antonio,TX,Texas,78212,BettyJSutphin@jourrapide.com,Pervilither78,Is1izoo1,210-363-5281,Patterson,10/16/1978,38,4.54E+15,963,456-85-5170,B+,79.2,168,29.448565,-98.551981
James,Price,3823 Alpha Avenue,Sulphur Springs,TX,Texas,75482,JamesAPrice@teleworm.us,Marrin,veech7IeC,903-951-5039,Mill,7/24/1941,75,5.53E+15,406,638-56-9548,O+,97.5,176,33.162254,-95.539479
Robert,McFadden,859 Post Farm Road,Omaha,NE,Nebraska,68154,RobertDMcFadden@gustr.com,Sionecom,xaengue1maSoi,402-991-2719,Mills,1/5/1971,46,5.11E+15,603,508-33-0006,B+,98.2,176,41.176131,-96.032086
Linda,Barber,1160 Heron Way,Portland,OR,Oregon,97205,LindaRBarber@dayrep.com,Youghtisto,owahKeequ3,503-805-8962,Tovar,12/10/1974,42,4.49E+15,248,541-68-0646,A+,70.4,154,45.531907,-122.687311
Francis,Shah,4650 Isaacs Creek Road,Illiopolis,IL,Illinois,62539,FrancisLShah@jourrapide.com,Womer1922,Ohph9moo8,217-486-0957,Birdsong,2/1/1922,95,4.72E+15,563,328-64-4979,O+,81.5,169,39.944027,-89.246734
Carl,Wyrick,4776 Thrash Trail,Longview,TX,Texas,75601,CarlVWyrick@teleworm.us,Youseks1924,Iehai2sie,903-615-6477,Greenleaf,9/11/1924,92,4.72E+15,120,632-64-0775,O+,74.8,165,32.416268,-94.779404
Charles,Richardson,1452 Penn Street,Birch Tree,MO,Missouri,65438,CharlesTRichardson@gustr.com,Verid1967,ieveHe2v,573-292-3666,Drouin,4/8/1967,50,4.92E+15,731,489-54-4605,AB-,80.3,167,36.911157,-91.408659
Betty,Scheetz,4622 Hillhaven Drive,Los Angeles,CA,California,90017,BettyLScheetz@armyspy.com,Nexce1991,pu9MaiV8ai,323-925-8955,Mitchell,2/24/1991,26,4.72E+15,282,606-56-8252,O+,95.9,163,34.109807,-118.228628
Adolph,Rush,2951 Hornor Avenue,Tulsa,OK,Oklahoma,74119,AdolphSRush@dayrep.com,Rhisfor,aeb6Sai2,918-359-7914,Smith,8/29/1973,43,5.11E+15,459,442-72-8702,O+,98,187,36.076167,-96.040224
Jordon,Lunt,2292 Heavner Court,Radcliffe,IA,Iowa,50230,JordonMLunt@armyspy.com,Twerse,toj0iev3Ai,515-899-3563,Graham,3/8/1948,69,5.26E+15,914,484-32-8014,O+,102.9,181,42.327598,-93.540418
Craig,Nash,222 Poplar Lane,Hialeah,FL,Florida,33012,CraigMNash@armyspy.com,Pubsont,oSh3me4ai,305-504-7543,Groh,8/12/1951,65,5.14E+15,405,267-69-7746,B+,109,182,25.791697,-80.31337
Lynn,Mangual,1493 Sunburst Drive,Fort Myers,FL,Florida,33901,LynnHMangual@dayrep.com,Ablad1956,uagedie5U,239-340-7328,Moncrief,5/25/1956,61,5.50E+15,864,262-87-4467,A+,50.7,164,26.58571,-81.921015
Carole,Shultz,3847 Clousson Road,Danbury,IA,Iowa,51019,CaroleCShultz@dayrep.com,Wilovents,aiyah6Oogh,712-883-6923,Coello,2/18/1931,86,5.33E+15,801,479-23-1871,O+,65.6,153,42.348708,-95.629686
Elaine,Bartholomew,777 Reynolds Alley,Los Angeles,CA,California,90014,ElaineSBartholomew@jourrapide.com,Satione,aa3Ohmae5xi,562-303-8849,Roberson,7/31/1957,59,5.14E+15,950,603-98-6277,O+,93.5,159,34.14256,-118.324639
Janice,Wilhelm,2375 Mapleview Drive,Tiptonville,TN,Tennessee,38259,JaniceMWilhelm@superrito.com,Welver1964,NangaTheit2,731-253-2541,Dickson,12/9/1964,52,5.37E+15,625,411-13-8849,A+,65.1,160,36.327973,-89.532769
Jamal,Harper,3799 James Street,Rochester,NY,New York,14626,JamalKHarper@cuvox.de,Gooned,ooTh8othiru,585-720-4734,Bates,8/11/1985,31,5.58E+15,536,098-26-2934,A+,64.7,176,43.133642,-77.696358
Williams,Sparks,3031 East Avenue,Tempe,AZ,Arizona,85282,WilliamsMSparks@einrot.com,Abook1940,tee8Ie5bah,480-388-8216,Leon,10/29/1940,76,5.32E+15,528,526-06-2719,O+,62.7,164,33.47837,-111.964459
Phyllis,Mouton,2886 Oak Avenue,Bensenville,IL,Illinois,60106,PhyllisRMouton@rhyta.com,Conestre60,Sie8the1jai,847-906-3982,Flanagan,5/3/1960,57,5.35E+15,548,341-05-1705,B+,95.4,166,42.030054,-87.937225
Floyd,Roa,1975 Franklin Avenue,Agua Dulce,TX,Texas,78380,FloydARoa@fleckens.hu,Beformady,toLahf6ee,361-998-9122,Curtiss,1/27/1937,80,5.29E+15,319,642-18-3632,A+,76.3,171,27.746561,-97.856758
Johanna,Smith,2358 Sunrise Road,Glendale,NV,Nevada,89025,JohannaDSmith@gustr.com,Cers1953,aa2ug8Lee7ch,702-864-5168,Tharp,2/8/1953,64,4.56E+15,58,680-46-9220,O+,90,168,36.705903,-114.52903
Alba,Peters,3922 Koontz Lane,Burbank,CA,California,91502,AlbaRPeters@superrito.com,Renturem32,xeayuiK8ai,818-848-8008,Applewhite,11/2/1932,84,5.51E+15,201,609-35-1876,O+,93.3,161,34.149028,-118.393409
Harvey,Roberson,414 Glenview Drive,Pawnee,TX,Texas,78145,HarveyARoberson@superrito.com,Sadamess,sheeV6Aerie,361-456-4165,Ford,4/29/1955,62,4.56E+15,758,639-82-5056,A+,71.7,168,28.588721,-97.911721
Allen,Devinney,1686 Ritter Street,Albertville,AL,Alabama,35950,AllenADevinney@teleworm.us,Allove,mai8Zeip,256-264-1315,Snyder,5/11/1964,53,4.54E+15,961,420-84-8580,AB+,72.4,173,34.167965,-86.182104
Mike,Zander,3636 Hart Country Lane,Rutledge,GA,Georgia,30663,MikeMZander@fleckens.hu,Muck1947,hi0eeg5Ce,706-557-0276,Davis,12/19/1947,69,5.33E+15,848,672-20-4670,O+,97.6,179,33.612988,-83.58318
Gregory,Perez,1222 Flinderation Road,Bensenville,IL,Illinois,60106,GregoryKPerez@einrot.com,Hisems,yoo1uaSh1Oo,708-316-7528,Weedman,12/2/1971,45,4.92E+15,461,319-96-2969,A+,90.5,183,42.021236,-87.946531
Bob,Roosevelt,2117 Center Avenue,Fresno,CA,California,93711,BobLRoosevelt@rhyta.com,Lonot1953,Eepo4quae1Ee,559-482-6245,Seagraves,9/18/1953,63,5.36E+15,697,621-56-3684,O+,69.7,171,36.916353,-119.827068
Anne,Edgar,4251 Carson Street,Cincinnati,KY,Kentucky,45202,AnneREdgar@rhyta.com,Priariver,ees8uoW8ae,859-240-4051,Lawson,2/23/1942,75,5.14E+15,392,406-41-6128,O+,66.8,163,39.142585,-84.412307
Antonio,Hill,314 Rardin Drive,Moss Beach,CA,California,94038,AntonioRHill@jourrapide.com,Winur1923,ouZaezah3oFae,650-728-2804,White,11/23/1923,93,5.50E+15,661,611-53-9763,B+,58.4,163,37.52354,-122.430859
Henry,Vincent,3377 Rockwell Lane,Weldon,NC,North Carolina,27890,HenryRVincent@jourrapide.com,Hintaing,ohNib1sa,252-536-5389,Henderson,9/19/1936,80,5.52E+15,888,687-09-5548,A+,67,166,36.323477,-77.497888
Roger,Warren,1752 Duncan Avenue,Huntington,NY,New York,11743,RogerJWarren@armyspy.com,Catine,ohfooHeik2a,917-602-2508,Griffith,12/13/1950,66,5.51E+15,620,111-03-2016,O+,78.3,167,40.831418,-73.351355
Lisa,Richardson,4209 John Daniel Drive,Ellington,MO,Missouri,63638,LisaDRichardson@superrito.com,Harsed82,eiZe8iec,573-663-9893,Edmunds,1/2/1982,35,5.43E+15,135,495-78-9559,O-,58.3,164,37.261135,-90.900008
Angela,Sundberg,4746 Ingram Street,Dayton,OH,Ohio,45402,AngelaNSundberg@cuvox.de,Ofectown,MeuTeiLeit5,937-481-4744,Streater,6/5/1929,88,4.54E+15,30,275-62-8493,B+,60.4,164,39.839375,-84.130476
Joseph,Benavides,847 Eden Drive,Richmond,VA,Virginia,23219,JosephLBenavides@gustr.com,Upeor1988,aiXei0Iej9,804-818-0533,Chandler,7/16/1988,28,4.93E+15,963,698-03-0223,B+,111.1,185,37.55444,-77.354889
Ann,Bates,1170 Arrowood Drive,Jacksonville,FL,Florida,32207,AnnRBates@cuvox.de,Parin1932,ahch9aKaiph,904-547-1068,Scott,2/27/1932,85,5.49E+15,906,770-07-4302,B+,60.5,151,30.33141,-81.700866
Carolyn,Brothers,4005 Farm Meadow Drive,Tucson,AZ,Arizona,85712,CarolynSBrothers@cuvox.de,Docklinew,oeriuy7Qu,928-961-9624,Dare,10/6/1940,76,4.93E+15,995,765-28-2195,O+,71,150,32.247467,-110.874056
Craig,Casey,3710 Harvest Lane,Kansas City,MO,Missouri,64106,CraigECasey@gustr.com,Oulthe,Eezaite3I,660-847-9453,Anderson,1/21/1972,45,5.12E+15,887,495-24-1647,O+,108.4,187,39.157171,-94.485653
Travis,Miguel,638 Centennial Farm Road,Templeton,IA,Iowa,51463,TravisMMiguel@cuvox.de,Therce1942,to7miij1Iey,712-669-7320,William,5/25/1942,75,5.43E+15,674,485-02-3292,O+,89.1,183,41.888507,-94.913695
Harry,Tindal,3890 Pickens Way,Tyler,TX,Texas,75757,HarryMTindal@dayrep.com,Tisid1981,QuevaWe0ie,903-324-9353,Carter,7/31/1981,35,4.72E+15,608,642-14-8813,A+,111.8,170,32.327032,-95.317306
Sandra,Clark,4574 Yorkie Lane,Savannah,GA,Georgia,31401,SandraRClark@cuvox.de,Wasee1951,fuG1taeraW,912-651-6018,Clemons,9/30/1951,65,5.13E+15,652,672-22-9990,B+,87.4,152,32.048594,-81.125166
Norma,English,1697 Alexander Avenue,Oakland,CA,California,94612,NormaDEnglish@jourrapide.com,Spont1977,caiB8jah3woh,925-659-6297,Thompson,9/29/1977,39,4.72E+15,476,602-09-2509,O+,85.1,160,37.828563,-122.192354
Lois,Sperry,4768 Heritage Road,Visalia,CA,California,93291,LoisRSperry@einrot.com,Whoove,johz8Bah9,559-739-9438,Miller,12/23/1921,95,5.46E+15,42,563-42-8073,O-,55.5,160,36.495507,-119.320984
Dominic,Schmidt,3988 Burwell Heights Road,Beaumont,TX,Texas,77701,DominicMSchmidt@superrito.com,Oundiciat,Iel6oofee,409-730-0702,Walker,12/27/1977,39,4.72E+15,10,460-48-4786,O+,108.8,186,30.16997,-94.09333
Richard,Brown,546 Railroad Street,Jacksonville,FL,Florida,32216,RichardLBrown@cuvox.de,Beftelf1959,jo4aimiM4U,904-899-0777,Appleton,11/26/1959,57,4.93E+15,567,589-63-2920,A+,106.4,173,30.287421,-81.586913
Denise,Varela,846 Barnes Street,Kissimmee,FL,Florida,34746,DeniseRVarela@einrot.com,Fortsmaper63,tidaeLuja8x,407-239-2199,Seward,12/24/1963,53,4.54E+15,803,265-09-1078,O+,52.9,156,28.151791,-81.377277
Tina,Powell,3922 Sunset Drive,Jonesboro,AR,Arkansas,72401,TinaRPowell@dayrep.com,Wathre,aeG0owei,870-631-5855,Cordero,10/7/1937,79,4.54E+15,360,676-05-4273,A+,57.6,165,35.956806,-90.641778
Diane,Bilodeau,4276 Sycamore Street,Milpitas,CA,California,95035,DianeDBilodeau@superrito.com,Sthe1987,sot2chiec1Ah,408-941-7781,Groves,9/11/1987,29,4.49E+15,554,551-36-5775,A+,59.3,157,37.44516,-121.791714
Jo,Carlyle,1185 Melville Street,Arlington,TN,Tennessee,38002,JoDCarlyle@rhyta.com,Acom1946,Eihaeb1g,731-343-7977,Aguilar,12/19/1946,70,4.93E+15,657,763-01-1827,O+,61.5,166,35.291985,-89.708702
John,Ashley,1270 Elliott Street,Manchester,NH,New Hampshire,3103,JohnJAshley@einrot.com,Siderear83,aGh0imegh,603-565-5610,Brown,1/1/1983,34,5.32E+15,805,002-94-4692,O+,83.8,174,42.909116,-71.409331
Michael,Howze,3632 Geneva Street,New York,NY,New York,10011,MichaelJHowze@armyspy.com,Andeight,ohJee2ahf,917-447-5898,Love,6/16/1923,94,5.48E+15,364,083-26-5727,A+,91.7,178,40.678745,-73.991193
Ronald,Pauls,2245 Bingamon Branch Road,Arlington Heights,IL,Illinois,60004,RonaldHPauls@armyspy.com,Wasking,me4Eingee,847-259-2691,Bush,2/1/1931,86,5.43E+15,870,326-18-2207,O+,82.6,172,42.077434,-87.971194
Frances,Orr,2369 Park Boulevard,Panora,IA,Iowa,50216,FrancesSOrr@fleckens.hu,Plaustand,teiGh0oo,641-755-5792,Foster,11/13/1974,42,5.34E+15,244,479-50-9466,B+,95.5,158,41.631638,-94.287317
Delora,Silva,4340 Desert Broom Court,Newark,NJ,New Jersey,7102,DeloraPSilva@fleckens.hu,Vised1981,Jo4pheyiey7qu,201-716-0861,Gilbert,12/18/1981,35,4.53E+15,921,152-76-9563,A-,83.3,162,40.725464,-74.110838
Thomas,Karn,2143 Woodland Drive,Chicago,IL,Illinois,60631,ThomasRKarn@armyspy.com,Lawl1945,weeseiy0Ah,708-945-7774,Wilson,11/1/1945,71,5.19E+15,309,321-58-5918,O+,83.1,177,42.08684,-87.88227
Douglas,Jones,4330 Nicholas Street,Topeka,KS,Kansas,66608,DouglasAJones@rhyta.com,Straindich,shiZiem5uhe,785-338-2141,Petersen,6/16/1948,69,4.53E+15,223,515-92-4774,O+,62,180,39.102802,-95.717567
Richard,Hinton,1142 Whispering Pines Circle,Carrollton,TX,Texas,75007,RichardKHinton@jourrapide.com,Corsoodualf,aimeeh1Ooyai,972-395-1897,Hughes,1/29/1973,44,4.53E+15,482,450-04-3105,A+,69.1,169,32.996704,-96.903856
Hope,Johnson,2527 Granville Lane,Newark,NJ,New Jersey,7102,HopeRJohnson@cuvox.de,Loger1934,mek4ooXe,973-496-4047,Lewis,10/4/1934,82,5.19E+15,831,135-12-6461,O+,72.3,165,40.678505,-74.171124
Ada,Sims,552 Adams Drive,Houston,TX,Texas,77002,AdaCSims@armyspy.com,Pregivempank,eYohm4bei,979-473-9224,Sain,3/28/1923,94,4.56E+15,323,460-85-5752,A+,73.5,165,29.655835,-95.381661
Phyllis,Prichard,4685 Trymore Road,Granger,MN,Minnesota,55937,PhyllisRPrichard@armyspy.com,Justitingich,Ieg2rook,507-772-4113,Bluhm,9/24/1990,26,4.56E+15,812,475-94-6961,A+,90.1,162,43.59932,-92.183015
Leroy,Wycoff,651 Juniper Drive,Mount Pleasant,MI,Michigan,48858,LeroyJWycoff@armyspy.com,Anctioni,iec9xeR4aiqu,989-807-1622,Cox,12/2/1958,58,5.39E+15,703,364-50-9961,B+,90.1,180,43.517847,-84.848613
